sl,year,month,day,hour,rh,tDryBulb,iExh,ih,iDn,iDfh
4966,2003,7,26,22,56,31,0,0.00,0,0
4967,2003,7,26,23,54,31,0,0.00,0,0
4968,2003,7,26,0,52,31,0,0.00,0,0
4969,2003,7,27,1,50,31,0,0.00,0,0
4970,2003,7,27,2,50,31,0,0.00,0,0
4971,2003,7,27,3,51,30,0,0.00,0,0
4972,2003,7,27,4,51,30,0,0.00,0,0
4973,2003,7,27,5,50,31,0,0.00,0,0
4974,2003,7,27,6,48,31,90,0.00,0,5
4975,2003,7,27,7,47,32,339,156.07,178,92
4976,2003,7,27,8,46,33,588,342.81,471,150
4977,2003,7,27,9,44,34,817,530.49,653,141
4978,2003,7,27,10,43,35,1008,697.57,774,145
4979,2003,7,27,11,41,35,1149,825.45,804,163
4980,2003,7,27,12,38,36,1231,900.67,856,160
4981,2003,7,27,13,36,37,1246,915.43,674,273
4982,2003,7,27,14,37,36,1196,868.11,847,155
4983,2003,7,27,15,37,36,1082,763.58,817,153
4984,2003,7,27,16,38,36,913,613.24,766,146
4985,2003,7,27,17,41,35,700,432.84,655,128
4986,2003,7,27,18,44,34,457,243.01,470,134
4987,2003,7,27,19,47,33,204,65.12,67,106
4988,2003,7,27,20,46,33,13,0.00,0,0
4989,2003,7,27,21,45,33,0,0.00,0,0
4990,2003,7,27,22,44,32,0,0.00,0,0
4991,2003,7,27,23,45,32,0,0.00,0,0
4992,2003,7,27,0,45,32,0,0.00,0,0
4993,2003,7,28,1,46,32,0,0.00,0,0
4994,2003,7,28,2,46,32,0,0.00,0,0
4995,2003,7,28,3,47,31,0,0.00,0,0
4996,2003,7,28,4,47,31,0,0.00,0,0
4997,2003,7,28,5,44,32,0,0.00,0,0
4998,2003,7,28,6,41,33,87,0.00,155,13
4999,2003,7,28,7,38,33,336,154.75,397,70
5000,2003,7,28,8,37,34,586,341.60,663,84
5001,2003,7,28,9,36,35,815,529.44,688,131
5002,2003,7,28,10,35,35,1006,696.69,656,192
5003,2003,7,28,11,35,36,1148,824.71,756,194
5004,2003,7,28,12,35,36,1229,900.01,700,247
5005,2003,7,28,13,35,37,1245,914.86,800,198
5006,2003,7,28,14,34,37,1194,867.75,714,232
5007,2003,7,28,15,34,37,1080,763.45,658,225
5008,2003,7,28,16,33,37,910,612.77,704,162
5009,2003,7,28,17,35,36,697,431.99,585,167
5010,2003,7,28,18,36,35,455,241.83,208,159
5011,2003,7,28,19,38,34,200,63.69,103,106
5012,2003,7,28,20,40,34,12,0.00,0,0
5013,2003,7,28,21,41,33,0,0.00,0,0
5014,2003,7,28,22,42,33,0,0.00,0,0
5015,2003,7,28,23,44,33,0,0.00,0,0
5016,2003,7,28,0,45,32,0,0.00,0,0
5017,2003,7,29,1,46,32,0,0.00,0,0
5018,2003,7,29,2,46,31,0,0.00,0,0
5019,2003,7,29,3,47,31,0,0.00,0,0
5020,2003,7,29,4,47,31,0,0.00,0,0
5021,2003,7,29,5,44,31,0,0.00,0,0
5022,2003,7,29,6,42,32,85,0.00,143,12
5023,2003,7,29,7,39,33,333,153.42,485,55
5024,2003,7,29,8,38,33,583,340.38,618,100
5025,2003,7,29,9,37,34,813,528.38,694,128
5026,2003,7,29,10,36,35,1005,695.81,721,171
5027,2003,7,29,11,36,35,1146,823.96,786,175
5028,2003,7,29,12,37,35,1228,899.32,700,242
5029,2003,7,29,13,37,36,1243,914.16,722,230
5030,2003,7,29,14,38,36,1192,866.96,696,231
5031,2003,7,29,15,38,35,1078,762.51,725,204
5032,2003,7,29,16,39,35,908,611.62,445,279
5033,2003,7,29,17,39,34,695,430.65,344,219
5034,2003,7,29,18,40,34,452,240.35,409,141
5035,2003,7,29,19,40,33,197,62.18,117,110
5036,2003,7,29,20,40,33,11,0.00,0,0
5037,2003,7,29,21,40,32,0,0.00,0,0
5038,2003,7,29,22,41,32,0,0.00,0,0
5039,2003,7,29,23,43,32,0,0.00,0,0
5040,2003,7,29,0,45,31,0,0.00,0,0
5041,2003,7,30,1,47,31,0,0.00,0,0
5042,2003,7,30,2,49,30,0,0.00,0,0
5043,2003,7,30,3,51,30,0,0.00,0,0
5044,2003,7,30,4,53,29,0,0.00,0,0
5045,2003,7,30,5,51,30,0,0.00,0,0
5046,2003,7,30,6,49,30,82,0.00,0,6
5047,2003,7,30,7,47,31,330,152.09,0,68
5048,2003,7,30,8,46,32,581,339.16,11,155
5049,2003,7,30,9,44,32,810,527.32,87,273
5050,2003,7,30,10,43,33,1003,694.91,35,318
5051,2003,7,30,11,42,34,1144,823.19,107,410
5052,2003,7,30,12,41,34,1226,898.61,467,359
5053,2003,7,30,13,41,35,1242,913.43,108,417
5054,2003,7,30,14,41,35,1191,866.12,538,317
5055,2003,7,30,15,41,35,1076,761.50,293,393
5056,2003,7,30,16,42,35,906,610.41,6,212
5057,2003,7,30,17,44,34,692,429.25,0,123
5058,2003,7,30,18,46,33,449,238.80,132,159
5059,2003,7,30,19,48,32,194,60.61,0,0
5060,2003,7,30,20,46,32,10,0.00,0,0
5061,2003,7,30,21,45,32,0,0.00,0,0
5062,2003,7,30,22,44,32,0,0.00,0,0
5063,2003,7,30,23,45,31,0,0.00,0,0
5064,2003,7,30,0,45,31,0,0.00,0,0
5065,2003,7,31,1,46,31,0,0.00,0,0
5066,2003,7,31,2,49,30,0,0.00,0,0
5067,2003,7,31,3,52,30,0,0.00,0,0
5068,2003,7,31,4,56,29,0,0.00,0,0
5069,2003,7,31,5,53,30,0,0.00,0,0
5070,2003,7,31,6,51,31,80,0.00,6,10
5071,2003,7,31,7,49,32,327,150.54,68,92
5072,2003,7,31,8,49,32,578,337.04,226,192
5073,2003,7,31,9,48,33,808,524.81,396,234
5074,2003,7,31,10,48,34,1001,691.24,667,185
5075,2003,7,31,11,45,35,1143,817.94,446,345
5076,2003,7,31,12,42,35,1224,891.50,6,160
5077,2003,7,31,13,39,36,1240,907.70,698,230
5078,2003,7,31,14,38,37,1189,861.78,496,331
5079,2003,7,31,15,38,37,1074,758.33,85,378
5080,2003,7,31,16,37,37,904,607.46,0,195
5081,2003,7,31,17,39,35,689,427.02,0,100
5082,2003,7,31,18,42,34,445,236.97,0,98
5083,2003,7,31,19,44,33,190,58.97,0,0
5084,2003,7,31,20,44,33,9,0.00,0,0
5085,2003,7,31,21,45,32,0,0.00,0,0
5086,2003,7,31,22,45,32,0,0.00,0,0
5087,2003,7,31,23,43,32,0,0.00,0,0
5088,2003,7,31,0,42,32,0,0.00,0,0
5089,1994,8,1,1,40,32,0,0.00,0,0
5090,1994,8,1,2,43,32,0,0.00,0,0
5091,1994,8,1,3,46,32,0,0.00,0,0
5092,1994,8,1,4,49,31,0,0.00,0,0
5093,1994,8,1,5,49,32,0,0.00,0,0
5094,1994,8,1,6,50,32,77,0.00,0,9
5095,1994,8,1,7,50,33,324,149.44,0,47
5096,1994,8,1,8,49,33,575,336.72,60,81
5097,1994,8,1,9,49,34,806,525.19,476,162
5098,1994,8,1,10,49,35,999,693.10,876,96
5099,1994,8,1,11,45,36,1141,821.60,904,106
5100,1994,8,1,12,41,36,1222,897.10,918,110
5101,1994,8,1,13,37,37,1238,911.84,921,111
5102,1994,8,1,14,37,37,1187,864.30,913,108
5103,1994,8,1,15,36,37,1072,759.32,892,101
5104,1994,8,1,16,35,37,901,607.80,854,90
5105,1994,8,1,17,38,35,686,426.23,787,73
5106,1994,8,1,18,42,34,441,235.52,662,53
5107,1994,8,1,19,45,33,186,57.31,388,31
5108,1994,8,1,20,45,33,8,0.00,25,1
5109,1994,8,1,21,45,32,0,0.00,0,0
5110,1994,8,1,22,45,32,0,0.00,0,0
5111,1994,8,1,23,46,32,0,0.00,0,0
5112,1994,8,1,0,46,32,0,0.00,0,0
5113,1994,8,2,1,47,32,0,0.00,0,0
5114,1994,8,2,2,48,32,0,0.00,0,0
5115,1994,8,2,3,50,31,0,0.00,0,0
5116,1994,8,2,4,52,31,0,0.00,0,0
5117,1994,8,2,5,50,32,0,0.00,0,0
5118,1994,8,2,6,49,32,74,0.00,87,17
5119,1994,8,2,7,47,33,321,148.09,423,58
5120,1994,8,2,8,46,34,573,335.36,634,84
5121,1994,8,2,9,45,34,803,523.60,725,103
5122,1994,8,2,10,44,35,997,690.94,757,127
5123,1994,8,2,11,44,35,1139,817.50,752,145
5124,1994,8,2,12,43,36,1221,891.44,698,182
1,1994,8,2,13,43,36,1236,1050.00,794,172
5126,1994,8,2,14,42,36,1185,851.74,730,181
5127,1994,8,2,15,42,36,1069,743.94,761,154
5128,1994,8,2,16,42,36,898,598.28,810,111
5129,1994,8,2,17,40,36,683,421.65,734,91
5130,1994,8,2,18,39,35,438,232.92,593,65
5131,1994,8,2,19,37,34,182,55.43,298,37
5132,1994,8,2,20,37,34,7,0.00,9,0
5133,1994,8,2,21,38,34,0,0.00,0,0
5134,1994,8,2,22,38,33,0,0.00,0,0
5135,1994,8,2,23,39,33,0,0.00,0,0
5136,1994,8,2,0,40,33,0,0.00,0,0
5137,1994,8,3,1,41,32,0,0.00,0,0
5138,1994,8,3,2,42,32,0,0.00,0,0
5139,1994,8,3,3,44,32,0,0.00,0,0
5140,1994,8,3,4,45,31,0,0.00,0,0
5141,1994,8,3,5,42,32,0,0.00,0,0
5142,1994,8,3,6,40,32,71,0.00,19,17
5143,1994,8,3,7,37,33,318,146.11,300,74
5144,1994,8,3,8,36,34,570,332.52,485,120
5145,1994,8,3,9,36,34,801,520.22,580,176
5146,1994,8,3,10,35,35,995,687.48,716,185
5147,1994,8,3,11,36,35,1137,815.48,758,203
5148,1994,8,3,12,36,36,1219,889.13,778,213
5149,1994,8,3,13,37,36,1234,905.16,729,224
5150,1994,8,3,14,36,36,1183,857.60,432,354
5151,1994,8,3,15,36,36,1067,753.88,452,258
5152,1994,8,3,16,36,36,895,603.26,626,172
5153,1994,8,3,17,36,35,680,421.79,520,143
5154,1994,8,3,18,37,34,435,231.60,335,100
5155,1994,8,3,19,37,33,178,53.73,101,47
5156,1994,8,3,20,37,33,6,0.00,0,0
5157,1994,8,3,21,37,33,0,0.00,0,0
5158,1994,8,3,22,37,33,0,0.00,0,0
5159,1994,8,3,23,39,32,0,0.00,0,0
5160,1994,8,3,0,41,32,0,0.00,0,0
5161,1994,8,4,1,43,31,0,0.00,0,0
5162,1994,8,4,2,44,31,0,0.00,0,0
5163,1994,8,4,3,46,31,0,0.00,0,0
5164,1994,8,4,4,47,30,0,0.00,0,0
5165,1994,8,4,5,45,31,0,0.00,0,0
5166,1994,8,4,6,43,32,69,0.00,146,14
5167,1994,8,4,7,41,32,315,145.39,540,44
5168,1994,8,4,8,40,33,568,333.01,724,67
5169,1994,8,4,9,38,34,799,521.96,815,86
5170,1994,8,4,10,37,35,993,690.21,866,100
5171,1994,8,4,11,37,35,1135,818.98,895,110
5172,1994,8,4,12,37,35,1217,894.23,909,115
5173,1994,8,4,13,38,36,1233,909.07,911,116
5174,1994,8,4,14,38,36,1181,861.10,839,122
5175,1994,8,4,15,38,36,1065,755.60,814,106
5176,1994,8,4,16,38,36,893,603.40,768,100
5177,1994,8,4,17,37,35,676,421.21,607,129
5178,1994,8,4,18,35,34,431,230.12,544,68
5179,1994,8,4,19,34,33,174,51.96,288,36
5180,1994,8,4,20,35,33,5,0.00,12,0
5181,1994,8,4,21,35,33,0,0.00,0,0
5182,1994,8,4,22,35,32,0,0.00,0,0
5183,1994,8,4,23,37,32,0,0.00,0,0
5184,1994,8,4,0,38,32,0,0.00,0,0
5185,1994,8,5,1,40,31,0,0.00,0,0
5186,1994,8,5,2,41,31,0,0.00,0,0
5187,1994,8,5,3,42,30,0,0.00,0,0
5188,1994,8,5,4,44,30,0,0.00,0,0
5189,1994,8,5,5,43,31,0,0.00,0,0
5190,1994,8,5,6,42,31,66,0.00,25,15
5191,1994,8,5,7,41,32,312,144.12,309,75
5192,1994,8,5,8,41,33,565,331.82,405,102
5193,1994,8,5,9,40,33,797,520.88,332,202
5194,1994,8,5,10,40,34,991,689.33,662,192
5195,1994,8,5,11,39,35,1133,818.18,647,267
5196,1994,8,5,12,38,35,1215,893.74,806,197
5197,1994,8,5,13,37,36,1231,908.19,733,217
5198,1994,8,5,14,39,36,1178,860.05,758,211
5199,1994,8,5,15,41,35,1062,754.24,681,179
5200,1994,8,5,16,42,35,890,601.80,696,171
5201,1994,8,5,17,42,34,673,419.40,601,116
5202,1994,8,5,18,41,33,427,228.19,377,97
5203,1994,8,5,19,40,33,170,50.07,59,55
5204,1994,8,5,20,40,33,4,0.00,0,0
5205,1994,8,5,21,40,33,0,0.00,0,0
5206,1994,8,5,22,39,32,0,0.00,0,0
5207,1994,8,5,23,40,32,0,0.00,0,0
5208,1994,8,5,0,41,32,0,0.00,0,0
5209,1994,8,6,1,42,32,0,0.00,0,0
5210,1994,8,6,2,43,31,0,0.00,0,0
5211,1994,8,6,3,45,31,0,0.00,0,0
5212,1994,8,6,4,46,30,0,0.00,0,0
5213,1994,8,6,5,45,31,0,0.00,0,0
5214,1994,8,6,6,43,32,64,0.00,34,15
5215,1994,8,6,7,42,32,308,142.79,332,63
5216,1994,8,6,8,41,33,562,330.60,542,102
5217,1994,8,6,9,40,34,794,519.78,523,142
5218,1994,8,6,10,38,34,988,688.36,701,157
5219,1994,8,6,11,38,35,1131,817.28,754,165
5220,1994,8,6,12,39,35,1213,892.82,784,181
5221,1994,8,6,13,39,36,1229,907.17,673,219
5222,1994,8,6,14,39,36,1176,858.86,799,178
5223,1994,8,6,15,39,36,1060,752.82,747,158
5224,1994,8,6,16,39,36,887,600.13,631,170
5225,1994,8,6,17,39,35,670,417.52,577,129
5226,1994,8,6,18,39,34,423,226.20,398,93
5227,1994,8,6,19,39,33,166,48.13,164,40
5228,1994,8,6,20,39,33,4,0.00,1,0
5229,1994,8,6,21,39,33,0,0.00,0,0
5230,1994,8,6,22,39,33,0,0.00,0,0
5231,1994,8,6,23,41,32,0,0.00,0,0
5232,1994,8,6,0,43,32,0,0.00,0,0
5233,1994,8,7,1,45,32,0,0.00,0,0
5234,1994,8,7,2,47,31,0,0.00,0,0
5235,1994,8,7,3,49,31,0,0.00,0,0
5236,1994,8,7,4,51,31,0,0.00,0,0
5237,1994,8,7,5,49,31,0,0.00,0,0
5238,1994,8,7,6,47,32,62,0.00,39,14
5239,1994,8,7,7,45,33,305,141.47,322,64
5240,1994,8,7,8,43,33,560,329.37,527,96
5241,1994,8,7,9,41,34,792,518.68,644,136
5242,1994,8,7,10,39,35,986,687.37,693,158
5243,1994,8,7,11,40,35,1129,816.35,684,237
5244,1994,8,7,12,41,35,1211,891.86,765,169
5245,1994,8,7,13,42,36,1227,906.11,752,181
5246,1994,8,7,14,41,36,1174,857.61,771,163
5247,1994,8,7,15,40,36,1057,751.34,717,182
5248,1994,8,7,16,40,36,884,598.40,587,133
5249,1994,8,7,17,40,35,666,415.58,542,133
5250,1994,8,7,18,41,34,419,224.15,449,85
5251,1994,8,7,19,41,33,161,46.15,135,39
5252,1994,8,7,20,42,33,3,0.00,1,0
5253,1994,8,7,21,42,33,0,0.00,0,0
5254,1994,8,7,22,43,33,0,0.00,0,0
5255,1994,8,7,23,45,32,0,0.00,0,0
5256,1994,8,7,0,47,32,0,0.00,0,0
5257,1994,8,8,1,50,31,0,0.00,0,0
5258,1994,8,8,2,52,31,0,0.00,0,0
5259,1994,8,8,3,55,31,0,0.00,0,0
5260,1994,8,8,4,57,30,0,0.00,0,0
5261,1994,8,8,5,55,31,0,0.00,0,0
5262,1994,8,8,6,53,31,59,0.00,48,13
5263,1994,8,8,7,51,32,302,140.15,268,72
5264,1994,8,8,8,50,32,557,328.14,435,112
5265,1994,8,8,9,49,33,790,517.58,610,180
5266,1994,8,8,10,48,34,984,686.38,340,267
5267,1994,8,8,11,45,35,1127,815.40,776,173
5268,1994,8,8,12,42,36,1209,890.88,657,256
5269,1994,8,8,13,40,37,1224,905.00,763,186
5270,1994,8,8,14,39,36,1172,856.31,661,237
5271,1994,8,8,15,39,36,1054,749.79,755,176
5272,1994,8,8,16,39,36,881,596.60,508,246
5273,1994,8,8,17,41,35,663,413.57,477,180
5274,1994,8,8,18,44,34,415,222.04,373,94
5275,1994,8,8,19,47,33,157,44.12,160,38
5276,1994,8,8,20,45,33,2,0.00,1,0
5277,1994,8,8,21,42,33,0,0.00,0,0
5278,1994,8,8,22,40,33,0,0.00,0,0
5279,1994,8,8,23,42,33,0,0.00,0,0
5280,1994,8,8,0,44,32,0,0.00,0,0
5281,1994,8,9,1,46,32,0,0.00,0,0
5282,1994,8,9,2,50,32,0,0.00,0,0
5283,1994,8,9,3,54,31,0,0.00,0,0
5284,1994,8,9,4,58,31,0,0.00,0,0
5285,1994,8,9,5,55,32,0,0.00,0,0
5286,1994,8,9,6,53,32,57,0.00,62,13
5287,1994,8,9,7,50,33,299,138.51,191,112
5288,1994,8,9,8,47,34,554,326.03,405,110
5289,1994,8,9,9,44,35,787,515.04,603,168
5290,1994,8,9,10,41,36,982,684.15,710,153
5291,1994,8,9,11,41,36,1125,813.61,743,167
5292,1994,8,9,12,40,37,1207,889.46,695,131
5293,1994,8,9,13,39,37,1222,903.45,699,251
5294,1994,8,9,14,40,37,1169,854.57,775,149
5295,1994,8,9,15,40,37,1051,747.85,735,142
5296,1994,8,9,16,40,37,878,594.47,644,144
5297,1994,8,9,17,41,36,659,411.31,394,183
5298,1994,8,9,18,41,35,411,219.77,538,64
5299,1994,8,9,19,42,34,152,42.03,115,31
5300,1994,8,9,20,42,34,2,0.00,6,0
5301,1994,8,9,21,41,34,0,0.00,0,0
5302,1994,8,9,22,41,34,0,0.00,0,0
5303,1994,8,9,23,43,33,0,0.00,0,0
5304,1994,8,9,0,46,33,0,0.00,0,0
5305,1994,8,10,1,48,32,0,0.00,0,0
5306,1994,8,10,2,49,32,0,0.00,0,0
5307,1994,8,10,3,50,32,0,0.00,0,0
5308,1994,8,10,4,51,32,0,0.00,0,0
5309,1994,8,10,5,49,32,0,0.00,0,0
5310,1994,8,10,6,47,33,55,0.00,34,11
5311,1994,8,10,7,45,33,296,137.51,310,75
5312,1994,8,10,8,43,34,551,325.68,532,100
5313,1994,8,10,9,41,35,785,515.35,543,162
5314,1994,8,10,10,39,36,980,684.33,483,274
5315,1994,8,10,11,39,36,1123,813.42,776,184
5316,1994,8,10,12,39,37,1205,888.80,816,165
5317,1994,8,10,13,39,37,1220,902.65,615,284
5318,1994,8,10,14,38,37,1167,853.54,697,211
5319,1994,8,10,15,38,37,1049,746.51,738,149
5320,1994,8,10,16,38,37,874,592.80,626,198
5321,1994,8,10,17,39,36,655,409.35,612,120
5322,1994,8,10,18,40,35,407,217.63,356,93
5323,1994,8,10,19,42,34,148,39.91,149,33
5324,1994,8,10,20,41,34,1,0.00,1,0
5325,1994,8,10,21,40,34,0,0.00,0,0
5326,1994,8,10,22,39,34,0,0.00,0,0
5327,1994,8,10,23,39,33,0,0.00,0,0
5328,1994,8,10,0,40,33,0,0.00,0,0
5329,1994,8,11,1,40,33,0,0.00,0,0
5330,1994,8,11,2,41,33,0,0.00,0,0
5331,1994,8,11,3,41,32,0,0.00,0,0
5332,1994,8,11,4,42,32,0,0.00,0,0
5333,1994,8,11,5,40,33,0,0.00,0,0
5334,1994,8,11,6,38,33,52,0.00,74,10
5335,1994,8,11,7,37,34,293,136.14,337,64
5336,1994,8,11,8,36,35,548,324.31,450,102
5337,1994,8,11,9,35,35,782,514.00,610,154
5338,1994,8,11,10,34,36,978,683.21,776,113
5339,1994,8,11,11,34,36,1121,812.30,628,196
5340,1994,8,11,12,34,37,1203,887.70,761,187
5341,1994,8,11,13,34,37,1218,901.40,692,181
5342,1994,8,11,14,35,37,1164,852.07,797,149
5343,1994,8,11,15,35,37,1046,744.78,730,155
5344,1994,8,11,16,36,36,871,590.79,654,169
5345,1994,8,11,17,37,36,651,407.15,459,102
5346,1994,8,11,18,38,35,402,215.34,493,66
5347,1994,8,11,19,39,34,143,37.75,161,28
5348,1994,8,11,20,40,33,1,0.00,2,0
5349,1994,8,11,21,42,33,0,0.00,0,0
5350,1994,8,11,22,43,33,0,0.00,0,0
5351,1994,8,11,23,44,32,0,0.00,0,0
5352,1994,8,11,0,45,32,0,0.00,0,0
5353,1994,8,12,1,47,32,0,0.00,0,0
5354,1994,8,12,2,48,31,0,0.00,0,0
5355,1994,8,12,3,50,31,0,0.00,0,0
5356,1994,8,12,4,52,31,0,0.00,0,0
5357,1994,8,12,5,51,31,0,0.00,0,0
5358,1994,8,12,6,50,32,50,0.00,20,13
5359,1994,8,12,7,49,32,290,134.87,417,52
5360,1994,8,12,8,46,33,546,323.21,637,82
5361,1994,8,12,9,44,34,780,513.09,749,108
5362,1994,8,12,10,42,35,975,682.23,811,127
5363,1994,8,12,11,42,35,1119,811.34,846,139
5364,1994,8,12,12,43,36,1201,886.57,863,145
5365,1994,8,12,13,43,36,1215,900.11,724,222
5366,1994,8,12,14,44,36,1161,850.54,431,279
5367,1994,8,12,15,45,35,1043,742.98,774,145
5368,1994,8,12,16,45,35,867,588.73,503,201
5369,1994,8,12,17,45,35,647,404.87,559,139
5370,1994,8,12,18,44,34,398,212.99,416,77
5371,1994,8,12,19,44,33,138,35.55,65,39
5372,1994,8,12,20,44,33,0,0.00,1,0
5373,1994,8,12,21,44,33,0,0.00,0,0
5374,1994,8,12,22,43,32,0,0.00,0,0
5375,1994,8,12,23,44,32,0,0.00,0,0
5376,1994,8,12,0,45,32,0,0.00,0,0
5377,1994,8,13,1,46,31,0,0.00,0,0
5378,1994,8,13,2,46,31,0,0.00,0,0
5379,1994,8,13,3,47,31,0,0.00,0,0
5380,1994,8,13,4,48,30,0,0.00,0,0
5381,1994,8,13,5,45,31,0,0.00,0,0
5382,1994,8,13,6,43,32,48,0.00,9,10
5383,1994,8,13,7,40,32,286,133.56,105,66
5384,1994,8,13,8,39,33,543,321.98,425,131
5385,1994,8,13,9,38,34,777,511.95,526,177
5386,1994,8,13,10,37,35,973,681.15,701,185
5387,1994,8,13,11,37,35,1117,810.25,745,204
5388,1994,8,13,12,37,36,1198,885.40,766,214
5389,1994,8,13,13,38,36,1213,898.76,537,319
5390,1994,8,13,14,38,36,1158,848.96,752,220
5391,1994,8,13,15,39,36,1039,741.11,507,273
5392,1994,8,13,16,39,37,864,586.59,539,187
5393,1994,8,13,17,39,36,643,402.54,466,165
5394,1994,8,13,18,38,35,393,210.58,305,109
5395,1994,8,13,19,38,34,133,33.30,39,33
5396,1994,8,13,20,37,34,0,0.00,0,0
5397,1994,8,13,21,37,34,0,0.00,0,0
5398,1994,8,13,22,37,33,0,0.00,0,0
5399,1994,8,13,23,39,33,0,0.00,0,0
5400,1994,8,13,0,41,33,0,0.00,0,0
5401,1994,8,14,1,43,32,0,0.00,0,0
5402,1994,8,14,2,44,32,0,0.00,0,0
5403,1994,8,14,3,45,32,0,0.00,0,0
5404,1994,8,14,4,47,31,0,0.00,0,0
5405,1994,8,14,5,45,32,0,0.00,0,0
5406,1994,8,14,6,43,33,46,0.00,52,9
5407,1994,8,14,7,41,33,283,132.25,370,48
5408,1994,8,14,8,40,34,540,320.74,496,110
5409,1994,8,14,9,38,34,775,510.80,801,83
5410,1994,8,14,10,36,35,971,680.06,855,98
5411,1994,8,14,11,37,35,1114,809.14,885,107
5412,1994,8,14,12,39,36,1196,884.19,900,113
5413,1994,8,14,13,40,36,1210,897.37,902,113
5414,1994,8,14,14,41,36,1156,847.31,893,110
5415,1994,8,14,15,42,36,1036,739.19,870,102
5416,1994,8,14,16,43,36,860,584.39,827,90
5417,1994,8,14,17,42,35,639,400.14,751,72
5418,1994,8,14,18,41,35,389,208.12,0,87
5419,1994,8,14,19,40,34,128,31.02,0,23
5420,1994,8,14,20,41,33,0,0.00,0,0
5421,1994,8,14,21,43,33,0,0.00,0,0
5422,1994,8,14,22,44,33,0,0.00,0,0
5423,1994,8,14,23,46,32,0,0.00,0,0
5424,1994,8,14,0,49,32,0,0.00,0,0
5425,1994,8,15,1,51,31,0,0.00,0,0
5426,1994,8,15,2,53,31,0,0.00,0,0
5427,1994,8,15,3,54,31,0,0.00,0,0
5428,1994,8,15,4,56,31,0,0.00,0,0
5429,1994,8,15,5,53,31,0,0.00,0,0
5430,1994,8,15,6,49,32,44,0.00,10,9
5431,1994,8,15,7,46,32,280,130.95,251,66
5432,1994,8,15,8,43,33,537,319.50,490,113
5433,1994,8,15,9,41,34,772,509.64,624,153
5434,1994,8,15,10,38,34,968,678.94,702,182
5435,1994,8,15,11,39,35,1112,808.00,747,201
5436,1994,8,15,12,40,35,1194,882.94,769,210
5437,1994,8,15,13,41,35,1208,895.92,206,389
5438,1994,8,15,14,42,35,1153,845.61,187,417
5439,1994,8,15,15,43,35,1033,737.19,136,418
5440,1994,8,15,16,45,35,856,582.12,136,405
5441,1994,8,15,17,44,34,635,397.67,72,196
5442,1994,8,15,18,44,33,384,205.60,22,96
5443,1994,8,15,19,44,33,123,28.71,1,30
5444,1994,8,15,20,44,32,0,0.00,0,0
5445,1994,8,15,21,44,32,0,0.00,0,0
5446,1994,8,15,22,44,32,0,0.00,0,0
5447,1994,8,15,23,46,31,0,0.00,0,0
5448,1994,8,15,0,48,31,0,0.00,0,0
5449,1994,8,16,1,50,30,0,0.00,0,0
5450,1994,8,16,2,53,30,0,0.00,0,0
5451,1994,8,16,3,55,30,0,0.00,0,0
5452,1994,8,16,4,58,29,0,0.00,0,0
5453,1994,8,16,5,55,30,0,0.00,0,0
5454,1994,8,16,6,52,30,42,0.00,67,8
5455,1994,8,16,7,49,31,277,129.64,457,46
5456,1994,8,16,8,48,32,534,318.26,679,71
5457,1994,8,16,9,48,32,769,508.47,787,94
5458,1994,8,16,10,47,33,966,677.81,846,111
5459,1994,8,16,11,45,34,1110,806.83,879,121
5460,1994,8,16,12,43,35,1191,881.64,894,127
5461,1994,8,16,13,41,35,1205,894.43,896,128
5462,1994,8,16,14,41,35,1150,843.85,886,124
5463,1994,8,16,15,41,35,1029,735.13,860,115
5464,1994,8,16,16,41,35,852,579.79,813,101
5465,1994,8,16,17,43,34,630,395.14,728,81
5466,1994,8,16,18,46,32,379,203.03,564,56
5467,1994,8,16,19,49,31,118,26.37,137,30
5468,1994,8,16,20,49,31,0,0.00,0,0
5469,1994,8,16,21,48,31,0,0.00,0,0
5470,1994,8,16,22,48,31,0,0.00,0,0
5471,1994,8,16,23,48,31,0,0.00,0,0
5472,1994,8,16,0,48,31,0,0.00,0,0
5473,1994,8,17,1,48,30,0,0.00,0,0
5474,1994,8,17,2,50,30,0,0.00,0,0
5475,1994,8,17,3,52,29,0,0.00,0,0
5476,1994,8,17,4,54,29,0,0.00,0,0
5477,1994,8,17,5,53,30,0,0.00,0,0
5478,1994,8,17,6,53,30,40,0.00,12,8
5479,1994,8,17,7,52,31,273,128.34,297,60
5480,1994,8,17,8,51,31,531,317.02,541,101
5481,1994,8,17,9,50,32,767,507.29,671,135
5482,1994,8,17,10,49,33,963,676.65,744,160
5483,1994,8,17,11,46,33,1107,805.63,785,177
5484,1994,8,17,12,43,34,1189,880.31,667,186
5485,1994,8,17,13,40,35,1202,892.88,716,217
5486,1994,8,17,14,39,34,1147,842.02,759,182
5487,1994,8,17,15,38,34,1026,733.01,693,178
5488,1994,8,17,16,38,34,848,577.39,621,178
5489,1994,8,17,17,41,33,626,392.56,542,123
5490,1994,8,17,18,45,32,374,200.40,345,79
5491,1994,8,17,19,49,31,113,23.99,55,29
5492,1994,8,17,20,48,31,0,0.00,0,0
5493,1994,8,17,21,46,31,0,0.00,0,0
5494,1994,8,17,22,45,31,0,0.00,0,0
5495,1994,8,17,23,46,30,0,0.00,0,0
5496,1994,8,17,0,47,30,0,0.00,0,0
5497,1994,8,18,1,48,30,0,0.00,0,0
